Pressao inicial;Pressao final;Deslocamento;Toxicidade de A
0.9;0.7;1.4;0.865
1;0.7;1.4;0.9475
0;0.8;1.4;0.14
0.1;0.8;1.4;0.2225
0.2;0.8;1.4;0.305
0.3;0.8;1.4;0.3875
0.4;0.8;1.4;0.47
0.5;0.8;1.4;0.5525
0.6;0.8;1.4;0.635
0.7;0.8;1.4;0.7175
0.8;0.8;1.4;0.8
0.9;0.8;1.4;0.8825
1;0.8;1.4;0.965
0;0.9;1.4;0.1575
0.1;0.9;1.4;0.24
0.2;0.9;1.4;0.3225
0.3;0.9;1.4;0.405
0.4;0.9;1.4;0.4875
0.5;0.9;1.4;0.57
0.6;0.9;1.4;0.6525
0.7;0.9;1.4;0.735
0.8;0.9;1.4;0.8175
0.9;0.9;1.4;0.9
1;0.9;1.4;0.9825
0;1;1.4;0.175
0.1;1;1.4;0.2575
0.2;1;1.4;0.34
0.3;1;1.4;0.4225
0.4;1;1.4;0.505
0.5;1;1.4;0.5875
0.6;1;1.4;0.67
0.7;1;1.4;0.7525
0.8;1;1.4;0.835
0.9;1;1.4;0.9175
1;1;1.4;1
0;0;1.6;0
0.1;0;1.6;0.08
0.2;0;1.6;0.16
0.3;0;1.6;0.24
0.4;0;1.6;0.32
0.5;0;1.6;0.4
0.6;0;1.6;0.48
0.7;0;1.6;0.56
0.8;0;1.6;0.64
0.9;0;1.6;0.72
1;0;1.6;0.8
0;0.1;1.6;0.02
0.1;0.1;1.6;0.1
0.2;0.1;1.6;0.18
0.3;0.1;1.6;0.26
0.4;0.1;1.6;0.34
0.5;0.1;1.6;0.42
0.6;0.1;1.6;0.5
0.7;0.1;1.6;0.58
0.8;0.1;1.6;0.66
0.9;0.1;1.6;0.74
1;0.1;1.6;0.82
0;0.2;1.6;0.04
0.1;0.2;1.6;0.12
0.2;0.2;1.6;0.2
0.3;0.2;1.6;0.28
0.4;0.2;1.6;0.36
0.5;0.2;1.6;0.44
0.6;0.2;1.6;0.52
0.7;0.2;1.6;0.6
0.8;0.2;1.6;0.68
0.9;0.2;1.6;0.76
1;0.2;1.6;0.84
0;0.3;1.6;0.06
0.1;0.3;1.6;0.14
0.2;0.3;1.6;0.22
0.3;0.3;1.6;0.3
0.4;0.3;1.6;0.38
0.5;0.3;1.6;0.46
0.6;0.3;1.6;0.54
0.7;0.3;1.6;0.62
0.8;0.3;1.6;0.7
0.9;0.3;1.6;0.78
1;0.3;1.6;0.86
0;0.4;1.6;0.08
0.1;0.4;1.6;0.16
0.2;0.4;1.6;0.24
0.3;0.4;1.6;0.32
0.4;0.4;1.6;0.4
0.5;0.4;1.6;0.48
0.6;0.4;1.6;0.56
0.7;0.4;1.6;0.64
0.8;0.4;1.6;0.72
0.9;0.4;1.6;0.8
1;0.4;1.6;0.88
0;0.5;1.6;0.1
0.1;0.5;1.6;0.18
0.2;0.5;1.6;0.26
0.3;0.5;1.6;0.34
0.4;0.5;1.6;0.42
0.5;0.5;1.6;0.5
0.6;0.5;1.6;0.58
0.7;0.5;1.6;0.66
0.8;0.5;1.6;0.74
0.9;0.5;1.6;0.82
1;0.5;1.6;0.9
0;0.6;1.6;0.12
0.1;0.6;1.6;0.2
0.2;0.6;1.6;0.28
0.3;0.6;1.6;0.36
0.4;0.6;1.6;0.44
0.5;0.6;1.6;0.52
0.6;0.6;1.6;0.6
0.7;0.6;1.6;0.68
0.8;0.6;1.6;0.76
0.9;0.6;1.6;0.84
1;0.6;1.6;0.92
0;0.7;1.6;0.14
0.1;0.7;1.6;0.22
0.2;0.7;1.6;0.3
0.3;0.7;1.6;0.38
0.4;0.7;1.6;0.46
0.5;0.7;1.6;0.54
0.6;0.7;1.6;0.62
0.7;0.7;1.6;0.7
0.8;0.7;1.6;0.78
0.9;0.7;1.6;0.86
1;0.7;1.6;0.94
0;0.8;1.6;0.16
0.1;0.8;1.6;0.24
0.2;0.8;1.6;0.32
0.3;0.8;1.6;0.4
0.4;0.8;1.6;0.48
0.5;0.8;1.6;0.56
0.6;0.8;1.6;0.64
0.7;0.8;1.6;0.72
0.8;0.8;1.6;0.8
0.9;0.8;1.6;0.88
1;0.8;1.6;0.96
0;0.9;1.6;0.18
0.1;0.9;1.6;0.26
0.2;0.9;1.6;0.34
0.3;0.9;1.6;0.42
0.4;0.9;1.6;0.5
0.5;0.9;1.6;0.58
0.6;0.9;1.6;0.66
0.7;0.9;1.6;0.74
0.8;0.9;1.6;0.82
0.9;0.9;1.6;0.9
1;0.9;1.6;0.98
0;1;1.6;0.2
0.1;1;1.6;0.28
0.2;1;1.6;0.36
0.3;1;1.6;0.44
0.4;1;1.6;0.52
0.5;1;1.6;0.6
0.6;1;1.6;0.68
0.7;1;1.6;0.76
0.8;1;1.6;0.84
0.9;1;1.6;0.92
1;1;1.6;1
0;0;1.8;0
0.1;0;1.8;0.0775
0.2;0;1.8;0.155
0.3;0;1.8;0.2325
0.4;0;1.8;0.31
0.5;0;1.8;0.3875
0.6;0;1.8;0.465
0.7;0;1.8;0.5425
0.8;0;1.8;0.62
0.9;0;1.8;0.6975
1;0;1.8;0.775
0;0.1;1.8;0.0225
0.1;0.1;1.8;0.1
0.2;0.1;1.8;0.1775
0.3;0.1;1.8;0.255
0.4;0.1;1.8;0.3325
0.5;0.1;1.8;0.41
0.6;0.1;1.8;0.4875
0.7;0.1;1.8;0.565
0.8;0.1;1.8;0.6425
0.9;0.1;1.8;0.72
1;0.1;1.8;0.7975
0;0.2;1.8;0.045
0.1;0.2;1.8;0.1225
0.2;0.2;1.8;0.2
0.3;0.2;1.8;0.2775
0.4;0.2;1.8;0.355
0.5;0.2;1.8;0.4325
0.6;0.2;1.8;0.51
0.7;0.2;1.8;0.5875
0.8;0.2;1.8;0.665
0.9;0.2;1.8;0.7425
1;0.2;1.8;0.82
0;0.3;1.8;0.0675
0.1;0.3;1.8;0.145
0.2;0.3;1.8;0.2225
0.3;0.3;1.8;0.3
0.4;0.3;1.8;0.3775
0.5;0.3;1.8;0.455
0.6;0.3;1.8;0.5325
0.7;0.3;1.8;0.61
0.8;0.3;1.8;0.6875
0.9;0.3;1.8;0.765
1;0.3;1.8;0.8425
0;0.4;1.8;0.09
0.1;0.4;1.8;0.1675
0.2;0.4;1.8;0.245
0.3;0.4;1.8;0.3225
0.4;0.4;1.8;0.4
0.5;0.4;1.8;0.4775
0.6;0.4;1.8;0.555
0.7;0.4;1.8;0.6325
0.8;0.4;1.8;0.71
0.9;0.4;1.8;0.7875
1;0.4;1.8;0.865
0;0.5;1.8;0.1125
0.1;0.5;1.8;0.19
0.2;0.5;1.8;0.2675
0.3;0.5;1.8;0.345
0.4;0.5;1.8;0.4225
0.5;0.5;1.8;0.5
0.6;0.5;1.8;0.5775
0.7;0.5;1.8;0.655
0.8;0.5;1.8;0.7325
0.9;0.5;1.8;0.81
1;0.5;1.8;0.8875
0;0.6;1.8;0.135
0.1;0.6;1.8;0.2125
0.2;0.6;1.8;0.29
0.3;0.6;1.8;0.3675
0.4;0.6;1.8;0.445
0.5;0.6;1.8;0.5225
0.6;0.6;1.8;0.6
0.7;0.6;1.8;0.6775
0.8;0.6;1.8;0.755
0.9;0.6;1.8;0.8325
1;0.6;1.8;0.91
0;0.7;1.8;0.1575
0.1;0.7;1.8;0.235
0.2;0.7;1.8;0.3125
0.3;0.7;1.8;0.39
0.4;0.7;1.8;0.4675
0.5;0.7;1.8;0.545
0.6;0.7;1.8;0.6225
0.7;0.7;1.8;0.7
0.8;0.7;1.8;0.7775
0.9;0.7;1.8;0.855
1;0.7;1.8;0.9325
0;0.8;1.8;0.18
0.1;0.8;1.8;0.2575
0.2;0.8;1.8;0.335
0.3;0.8;1.8;0.4125
0.4;0.8;1.8;0.49
0.5;0.8;1.8;0.5675
0.6;0.8;1.8;0.645
0.7;0.8;1.8;0.7225
0.8;0.8;1.8;0.8
0.9;0.8;1.8;0.8775
1;0.8;1.8;0.955
0;0.9;1.8;0.2025
0.1;0.9;1.8;0.28
0.2;0.9;1.8;0.3575
0.3;0.9;1.8;0.435
0.4;0.9;1.8;0.5125
0.5;0.9;1.8;0.59
0.6;0.9;1.8;0.6675
0.7;0.9;1.8;0.745
0.8;0.9;1.8;0.8225
0.9;0.9;1.8;0.9
1;0.9;1.8;0.9775
0;1;1.8;0.225
0.1;1;1.8;0.3025
0.2;1;1.8;0.38
0.3;1;1.8;0.4575
0.4;1;1.8;0.535
0.5;1;1.8;0.6125
0.6;1;1.8;0.69
0.7;1;1.8;0.7675
0.8;1;1.8;0.845
0.9;1;1.8;0.9225
1;1;1.8;1
0;0;2;0
0.1;0;2;0.075
0.2;0;2;0.15
0.3;0;2;0.225
0.4;0;2;0.3
0.5;0;2;0.375
0.6;0;2;0.45
0.7;0;2;0.525
0.8;0;2;0.6
0.9;0;2;0.675
1;0;2;0.75
0;0.1;2;0.025
0.1;0.1;2;0.1
0.2;0.1;2;0.175
0.3;0.1;2;0.25
0.4;0.1;2;0.325
0.5;0.1;2;0.4
0.6;0.1;2;0.475
0.7;0.1;2;0.55
0.8;0.1;2;0.625
0.9;0.1;2;0.7
1;0.1;2;0.775
0;0.2;2;0.05
0.1;0.2;2;0.125
0.2;0.2;2;0.2
0.3;0.2;2;0.275
0.4;0.2;2;0.35
0.5;0.2;2;0.425
0.6;0.2;2;0.5
0.7;0.2;2;0.575
0.8;0.2;2;0.65
0.9;0.2;2;0.725
1;0.2;2;0.8
0;0.3;2;0.075
0.1;0.3;2;0.15
0.2;0.3;2;0.225
0.3;0.3;2;0.3
0.4;0.3;2;0.375
0.5;0.3;2;0.45
0.6;0.3;2;0.525
0.7;0.3;2;0.6
0.8;0.3;2;0.675
0.9;0.3;2;0.75
1;0.3;2;0.825
0;0.4;2;0.1
0.1;0.4;2;0.175
0.2;0.4;2;0.25
0.3;0.4;2;0.325
0.4;0.4;2;0.4
0.5;0.4;2;0.475
0.6;0.4;2;0.55
0.7;0.4;2;0.625
0.8;0.4;2;0.7
0.9;0.4;2;0.775
1;0.4;2;0.85
0;0.5;2;0.125
0.1;0.5;2;0.2
0.2;0.5;2;0.275
0.3;0.5;2;0.35
0.4;0.5;2;0.425
0.5;0.5;2;0.5
0.6;0.5;2;0.575
0.7;0.5;2;0.65
0.8;0.5;2;0.725
0.9;0.5;2;0.8
1;0.5;2;0.875
0;0.6;2;0.15
0.1;0.6;2;0.225
0.2;0.6;2;0.3
0.3;0.6;2;0.375
0.4;0.6;2;0.45
0.5;0.6;2;0.525
0.6;0.6;2;0.6
0.7;0.6;2;0.675
0.8;0.6;2;0.75
0.9;0.6;2;0.825
1;0.6;2;0.9
0;0.7;2;0.175
0.1;0.7;2;0.25
0.2;0.7;2;0.325
0.3;0.7;2;0.4
0.4;0.7;2;0.475
0.5;0.7;2;0.55
0.6;0.7;2;0.625
0.7;0.7;2;0.7
0.8;0.7;2;0.775
0.9;0.7;2;0.85
1;0.7;2;0.925
0;0.8;2;0.2
0.1;0.8;2;0.275
0.2;0.8;2;0.35
0.3;0.8;2;0.425
0.4;0.8;2;0.5
0.5;0.8;2;0.575
0.6;0.8;2;0.65
0.7;0.8;2;0.725
0.8;0.8;2;0.8
0.9;0.8;2;0.875
1;0.8;2;0.95
0;0.9;2;0.225
0.1;0.9;2;0.3
0.2;0.9;2;0.375
0.3;0.9;2;0.45
0.4;0.9;2;0.525
0.5;0.9;2;0.6
0.6;0.9;2;0.675
0.7;0.9;2;0.75
0.8;0.9;2;0.825
0.9;0.9;2;0.9
1;0.9;2;0.975
0;1;2;0.25
0.1;1;2;0.325
0.2;1;2;0.4
0.3;1;2;0.475
0.4;1;2;0.55
0.5;1;2;0.625
0.6;1;2;0.7
0.7;1;2;0.775
0.8;1;2;0.85
0.9;1;2;0.925
1;1;2;1
0;0;2.2;0
0.1;0;2.2;0.0725
0.2;0;2.2;0.145
0.3;0;2.2;0.2175
0.4;0;2.2;0.29
0.5;0;2.2;0.3625
0.6;0;2.2;0.435
0.7;0;2.2;0.5075
0.8;0;2.2;0.58
0.9;0;2.2;0.6525
1;0;2.2;0.725
0;0.1;2.2;0.0275
0.1;0.1;2.2;0.1
0.2;0.1;2.2;0.1725
0.3;0.1;2.2;0.245
0.4;0.1;2.2;0.3175
0.5;0.1;2.2;0.39
0.6;0.1;2.2;0.4625
0.7;0.1;2.2;0.535
0.8;0.1;2.2;0.6075
0.9;0.1;2.2;0.68
1;0.1;2.2;0.7525
0;0.2;2.2;0.055
0.1;0.2;2.2;0.1275
0.2;0.2;2.2;0.2
0.3;0.2;2.2;0.2725
0.4;0.2;2.2;0.345
0.5;0.2;2.2;0.4175
0.6;0.2;2.2;0.49
0.7;0.2;2.2;0.5625
0.8;0.2;2.2;0.635
0.9;0.2;2.2;0.7075
1;0.2;2.2;0.78
0;0.3;2.2;0.0825
0.1;0.3;2.2;0.155
0.2;0.3;2.2;0.2275
0.3;0.3;2.2;0.3
0.4;0.3;2.2;0.3725
0.5;0.3;2.2;0.445
0.6;0.3;2.2;0.5175
0.7;0.3;2.2;0.59
0.8;0.3;2.2;0.6625
0.9;0.3;2.2;0.735
1;0.3;2.2;0.8075
0;0.4;2.2;0.11
0.1;0.4;2.2;0.1825
0.2;0.4;2.2;0.255
0.3;0.4;2.2;0.3275
0.4;0.4;2.2;0.4
0.5;0.4;2.2;0.4725
0.6;0.4;2.2;0.545
0.7;0.4;2.2;0.6175
0.8;0.4;2.2;0.69
0.9;0.4;2.2;0.7625
1;0.4;2.2;0.835
0;0.5;2.2;0.1375
0.1;0.5;2.2;0.21
0.2;0.5;2.2;0.2825
0.3;0.5;2.2;0.355
0.4;0.5;2.2;0.4275
0.5;0.5;2.2;0.5
0.6;0.5;2.2;0.5725
0.7;0.5;2.2;0.645
0.8;0.5;2.2;0.7175
0.9;0.5;2.2;0.79
1;0.5;2.2;0.8625
0;0.6;2.2;0.165
0.1;0.6;2.2;0.2375
0.2;0.6;2.2;0.31
0.3;0.6;2.2;0.3825
0.4;0.6;2.2;0.455
0.5;0.6;2.2;0.5275
0.6;0.6;2.2;0.6
0.7;0.6;2.2;0.6725
0.8;0.6;2.2;0.745
0.9;0.6;2.2;0.8175
1;0.6;2.2;0.89
0;0.7;2.2;0.1925
0.1;0.7;2.2;0.265
0.2;0.7;2.2;0.3375
0.3;0.7;2.2;0.41
0.4;0.7;2.2;0.4825
0.5;0.7;2.2;0.555
0.6;0.7;2.2;0.6275
0.7;0.7;2.2;0.7
0.8;0.7;2.2;0.7725
0.9;0.7;2.2;0.845
1;0.7;2.2;0.9175
0;0.8;2.2;0.22
0.1;0.8;2.2;0.2925
0.2;0.8;2.2;0.365
0.3;0.8;2.2;0.4375
0.4;0.8;2.2;0.51
0.5;0.8;2.2;0.5825
0.6;0.8;2.2;0.655
0.7;0.8;2.2;0.7275
0.8;0.8;2.2;0.8
0.9;0.8;2.2;0.8725
1;0.8;2.2;0.945
0;0.9;2.2;0.2475
0.1;0.9;2.2;0.32
0.2;0.9;2.2;0.3925
0.3;0.9;2.2;0.465
0.4;0.9;2.2;0.5375
0.5;0.9;2.2;0.61
0.6;0.9;2.2;0.6825
0.7;0.9;2.2;0.755
0.8;0.9;2.2;0.8275
0.9;0.9;2.2;0.9
1;0.9;2.2;0.9725
0;1;2.2;0.275
0.1;1;2.2;0.3475
0.2;1;2.2;0.42
0.3;1;2.2;0.4925
0.4;1;2.2;0.565
0.5;1;2.2;0.6375
0.6;1;2.2;0.71
0.7;1;2.2;0.7825
0.8;1;2.2;0.855
0.9;1;2.2;0.9275
1;1;2.2;1
0;0;2.4;0
0.1;0;2.4;0.07
0.2;0;2.4;0.14
0.3;0;2.4;0.21
0.4;0;2.4;0.28
0.5;0;2.4;0.35
0.6;0;2.4;0.42
0.7;0;2.4;0.49
0.8;0;2.4;0.56
0.9;0;2.4;0.63
1;0;2.4;0.7
0;0.1;2.4;0.03
0.1;0.1;2.4;0.1
0.2;0.1;2.4;0.17
0.3;0.1;2.4;0.24
0.4;0.1;2.4;0.31
0.5;0.1;2.4;0.38
0.6;0.1;2.4;0.45
0.7;0.1;2.4;0.52
0.8;0.1;2.4;0.59
0.9;0.1;2.4;0.66
1;0.1;2.4;0.73
0;0.2;2.4;0.06
0.1;0.2;2.4;0.13
0.2;0.2;2.4;0.2
0.3;0.2;2.4;0.27
0.4;0.2;2.4;0.34
0.5;0.2;2.4;0.41
0.6;0.2;2.4;0.48
0.7;0.2;2.4;0.55
0.8;0.2;2.4;0.62
0.9;0.2;2.4;0.69
1;0.2;2.4;0.76
0;0.3;2.4;0.09
0.1;0.3;2.4;0.16
0.2;0.3;2.4;0.23
0.3;0.3;2.4;0.3
0.4;0.3;2.4;0.37
0.5;0.3;2.4;0.44
0.6;0.3;2.4;0.51
0.7;0.3;2.4;0.58
0.8;0.3;2.4;0.65
0.9;0.3;2.4;0.72
1;0.3;2.4;0.79
0;0.4;2.4;0.12
0.1;0.4;2.4;0.19
0.2;0.4;2.4;0.26
0.3;0.4;2.4;0.33
0.4;0.4;2.4;0.4
0.5;0.4;2.4;0.47
0.6;0.4;2.4;0.54
0.7;0.4;2.4;0.61
0.8;0.4;2.4;0.68
0.9;0.4;2.4;0.75
1;0.4;2.4;0.82
0;0.5;2.4;0.15
0.1;0.5;2.4;0.22
0.2;0.5;2.4;0.29
0.3;0.5;2.4;0.36
0.4;0.5;2.4;0.43
0.5;0.5;2.4;0.5
0.6;0.5;2.4;0.57
0.7;0.5;2.4;0.64
0.8;0.5;2.4;0.71
0.9;0.5;2.4;0.78
1;0.5;2.4;0.85
0;0.6;2.4;0.18
0.1;0.6;2.4;0.25
0.2;0.6;2.4;0.32
0.3;0.6;2.4;0.39
0.4;0.6;2.4;0.46
0.5;0.6;2.4;0.53
0.6;0.6;2.4;0.6
0.7;0.6;2.4;0.67
0.8;0.6;2.4;0.74
0.9;0.6;2.4;0.81
1;0.6;2.4;0.88
0;0.7;2.4;0.21
0.1;0.7;2.4;0.28
0.2;0.7;2.4;0.35
0.3;0.7;2.4;0.42
0.4;0.7;2.4;0.49
0.5;0.7;2.4;0.56
0.6;0.7;2.4;0.63
0.7;0.7;2.4;0.7
0.8;0.7;2.4;0.77
0.9;0.7;2.4;0.84
1;0.7;2.4;0.91
0;0.8;2.4;0.24
0.1;0.8;2.4;0.31
0.2;0.8;2.4;0.38
0.3;0.8;2.4;0.45
0.4;0.8;2.4;0.52
0.5;0.8;2.4;0.59
0.6;0.8;2.4;0.66
0.7;0.8;2.4;0.73
0.8;0.8;2.4;0.8
0.9;0.8;2.4;0.87
1;0.8;2.4;0.94
0;0.9;2.4;0.27
0.1;0.9;2.4;0.34
0.2;0.9;2.4;0.41
0.3;0.9;2.4;0.48
0.4;0.9;2.4;0.55
0.5;0.9;2.4;0.62
0.6;0.9;2.4;0.69
0.7;0.9;2.4;0.76
0.8;0.9;2.4;0.83
0.9;0.9;2.4;0.9
1;0.9;2.4;0.97
0;1;2.4;0.3
0.1;1;2.4;0.37
0.2;1;2.4;0.44
0.3;1;2.4;0.51
0.4;1;2.4;0.58
0.5;1;2.4;0.65
0.6;1;2.4;0.72
0.7;1;2.4;0.79
0.8;1;2.4;0.86
0.9;1;2.4;0.93
1;1;2.4;1
0;0;2.6;0
0.1;0;2.6;0.0675
0.2;0;2.6;0.135
0.3;0;2.6;0.2025
0.4;0;2.6;0.27
0.5;0;2.6;0.3375
0.6;0;2.6;0.405
0.7;0;2.6;0.4725
0.8;0;2.6;0.54
0.9;0;2.6;0.6075
1;0;2.6;0.675
0;0.1;2.6;0.0325
0.1;0.1;2.6;0.1
0.2;0.1;2.6;0.1675
0.3;0.1;2.6;0.235
0.4;0.1;2.6;0.3025
0.5;0.1;2.6;0.37
0.6;0.1;2.6;0.4375
0.7;0.1;2.6;0.505
0.8;0.1;2.6;0.5725
0.9;0.1;2.6;0.64
1;0.1;2.6;0.7075
0;0.2;2.6;0.065
0.1;0.2;2.6;0.1325
0.2;0.2;2.6;0.2
0.3;0.2;2.6;0.2675
0.4;0.2;2.6;0.335
0.5;0.2;2.6;0.4025
0.6;0.2;2.6;0.47
0.7;0.2;2.6;0.5375
0.8;0.2;2.6;0.605
0.9;0.2;2.6;0.6725
1;0.2;2.6;0.74
0;0.3;2.6;0.0975
0.1;0.3;2.6;0.165
0.2;0.3;2.6;0.2325
0.3;0.3;2.6;0.3
0.4;0.3;2.6;0.3675
0.5;0.3;2.6;0.435
0.6;0.3;2.6;0.5025
0.7;0.3;2.6;0.57
0.8;0.3;2.6;0.6375
0.9;0.3;2.6;0.705
1;0.3;2.6;0.7725
0;0.4;2.6;0.13
0.1;0.4;2.6;0.1975
0.2;0.4;2.6;0.265
0.3;0.4;2.6;0.3325
0.4;0.4;2.6;0.4
0.5;0.4;2.6;0.4675
0.6;0.4;2.6;0.535
0.7;0.4;2.6;0.6025
0.8;0.4;2.6;0.67
0.9;0.4;2.6;0.7375
1;0.4;2.6;0.805
0;0.5;2.6;0.1625
0.1;0.5;2.6;0.23
0.2;0.5;2.6;0.2975
0.3;0.5;2.6;0.365
0.4;0.5;2.6;0.4325
0.5;0.5;2.6;0.5
0.6;0.5;2.6;0.5675
0.7;0.5;2.6;0.635
0.8;0.5;2.6;0.7025
0.9;0.5;2.6;0.77
1;0.5;2.6;0.8375
0;0.6;2.6;0.195
0.1;0.6;2.6;0.2625
0.2;0.6;2.6;0.33
0.3;0.6;2.6;0.3975
0.4;0.6;2.6;0.465
0.5;0.6;2.6;0.5325
0.6;0.6;2.6;0.6
0.7;0.6;2.6;0.6675
0.8;0.6;2.6;0.735
0.9;0.6;2.6;0.8025
1;0.6;2.6;0.87
0;0.7;2.6;0.2275
0.1;0.7;2.6;0.295
0.2;0.7;2.6;0.3625
0.3;0.7;2.6;0.43
0.4;0.7;2.6;0.4975
0.5;0.7;2.6;0.565
0.6;0.7;2.6;0.6325
0.7;0.7;2.6;0.7
0.8;0.7;2.6;0.7675
0.9;0.7;2.6;0.835
1;0.7;2.6;0.9025
0;0.8;2.6;0.26
0.1;0.8;2.6;0.3275
0.2;0.8;2.6;0.395
0.3;0.8;2.6;0.4625
0.4;0.8;2.6;0.53
0.5;0.8;2.6;0.5975
0.6;0.8;2.6;0.665
0.7;0.8;2.6;0.7325
0.8;0.8;2.6;0.8
0.9;0.8;2.6;0.8675
1;0.8;2.6;0.935
0;0.9;2.6;0.2925
0.1;0.9;2.6;0.36
0.2;0.9;2.6;0.4275
0.3;0.9;2.6;0.495
0.4;0.9;2.6;0.5625
0.5;0.9;2.6;0.63
0.6;0.9;2.6;0.6975
0.7;0.9;2.6;0.765
0.8;0.9;2.6;0.8325
0.9;0.9;2.6;0.9
1;0.9;2.6;0.9675
0;1;2.6;0.325
0.1;1;2.6;0.3925
0.2;1;2.6;0.46
0.3;1;2.6;0.5275
0.4;1;2.6;0.595
0.5;1;2.6;0.6625
0.6;1;2.6;0.73
0.7;1;2.6;0.7975
0.8;1;2.6;0.865
0.9;1;2.6;0.9325
1;1;2.6;1
0;0;2.8;0
0.1;0;2.8;0.065
0.2;0;2.8;0.13
0.3;0;2.8;0.195
0.4;0;2.8;0.26
0.5;0;2.8;0.325
0.6;0;2.8;0.39
0.7;0;2.8;0.455
0.8;0;2.8;0.52
0.9;0;2.8;0.585
1;0;2.8;0.65
0;0.1;2.8;0.035
0.1;0.1;2.8;0.1
0.2;0.1;2.8;0.165
0.3;0.1;2.8;0.23
0.4;0.1;2.8;0.295
0.5;0.1;2.8;0.36
0.6;0.1;2.8;0.425
0.7;0.1;2.8;0.49
0.8;0.1;2.8;0.555
0.9;0.1;2.8;0.62
1;0.1;2.8;0.685
0;0.2;2.8;0.07
0.1;0.2;2.8;0.135
0.2;0.2;2.8;0.2
0.3;0.2;2.8;0.265
0.4;0.2;2.8;0.33
0.5;0.2;2.8;0.395
0.6;0.2;2.8;0.46
0.7;0.2;2.8;0.525
0.8;0.2;2.8;0.59
0.9;0.2;2.8;0.655
1;0.2;2.8;0.72
0;0.3;2.8;0.105
0.1;0.3;2.8;0.17
0.2;0.3;2.8;0.235
0.3;0.3;2.8;0.3
0.4;0.3;2.8;0.365
0.5;0.3;2.8;0.43
0.6;0.3;2.8;0.495
0.7;0.3;2.8;0.56
0.8;0.3;2.8;0.625
0.9;0.3;2.8;0.69
1;0.3;2.8;0.755
0;0.4;2.8;0.14
0.1;0.4;2.8;0.205
0.2;0.4;2.8;0.27
0.3;0.4;2.8;0.335
0.4;0.4;2.8;0.4
0.5;0.4;2.8;0.465
0.6;0.4;2.8;0.53
0.7;0.4;2.8;0.595
0.8;0.4;2.8;0.66
0.9;0.4;2.8;0.725
1;0.4;2.8;0.79
0;0.5;2.8;0.175
0.1;0.5;2.8;0.24
0.2;0.5;2.8;0.305
0.3;0.5;2.8;0.37
0.4;0.5;2.8;0.435
0.5;0.5;2.8;0.5
0.6;0.5;2.8;0.565
0.7;0.5;2.8;0.63
0.8;0.5;2.8;0.695
0.9;0.5;2.8;0.76
1;0.5;2.8;0.825
0;0.6;2.8;0.21
0.1;0.6;2.8;0.275
0.2;0.6;2.8;0.34
0.3;0.6;2.8;0.405
0.4;0.6;2.8;0.47
0.5;0.6;2.8;0.535
0.6;0.6;2.8;0.6
0.7;0.6;2.8;0.665
0.8;0.6;2.8;0.73
0.9;0.6;2.8;0.795
1;0.6;2.8;0.86
0;0.7;2.8;0.245
0.1;0.7;2.8;0.31
0.2;0.7;2.8;0.375
0.3;0.7;2.8;0.44
0.4;0.7;2.8;0.505
0.5;0.7;2.8;0.57
0.6;0.7;2.8;0.635
0.7;0.7;2.8;0.7
0.8;0.7;2.8;0.765
0.9;0.7;2.8;0.83
1;0.7;2.8;0.895
0;0.8;2.8;0.28
0.1;0.8;2.8;0.345
0.2;0.8;2.8;0.41
0.3;0.8;2.8;0.475
0.4;0.8;2.8;0.54
0.5;0.8;2.8;0.605
0.6;0.8;2.8;0.67
0.7;0.8;2.8;0.735
0.8;0.8;2.8;0.8
0.9;0.8;2.8;0.865
1;0.8;2.8;0.93
0;0.9;2.8;0.315
0.1;0.9;2.8;0.38
0.2;0.9;2.8;0.445
0.3;0.9;2.8;0.51
0.4;0.9;2.8;0.575
0.5;0.9;2.8;0.64
0.6;0.9;2.8;0.705
0.7;0.9;2.8;0.77
0.8;0.9;2.8;0.835
0.9;0.9;2.8;0.9
1;0.9;2.8;0.965
0;1;2.8;0.35
0.1;1;2.8;0.415
0.2;1;2.8;0.48
0.3;1;2.8;0.545
0.4;1;2.8;0.61
0.5;1;2.8;0.675
0.6;1;2.8;0.74
0.7;1;2.8;0.805
0.8;1;2.8;0.87
0.9;1;2.8;0.935
1;1;2.8;1
0;0;3;0
0.1;0;3;0.0625
0.2;0;3;0.125
0.3;0;3;0.1875
0.4;0;3;0.25
0.5;0;3;0.3125
0.6;0;3;0.375
0.7;0;3;0.4375
0.8;0;3;0.5
0.9;0;3;0.5625
1;0;3;0.625
0;0.1;3;0.0375
0.1;0.1;3;0.1
0.2;0.1;3;0.1625
0.3;0.1;3;0.225
0.4;0.1;3;0.2875
0.5;0.1;3;0.35
0.6;0.1;3;0.4125
0.7;0.1;3;0.475
0.8;0.1;3;0.5375
0.9;0.1;3;0.6
1;0.1;3;0.6625
0;0.2;3;0.075
0.1;0.2;3;0.1375
0.2;0.2;3;0.2
0.3;0.2;3;0.2625
0.4;0.2;3;0.325
0.5;0.2;3;0.3875
0.6;0.2;3;0.45
0.7;0.2;3;0.5125
0.8;0.2;3;0.575
0.9;0.2;3;0.6375
1;0.2;3;0.7
0;0.3;3;0.1125
0.1;0.3;3;0.175
0.2;0.3;3;0.2375
0.3;0.3;3;0.3
0.4;0.3;3;0.3625
0.5;0.3;3;0.425
0.6;0.3;3;0.4875
0.7;0.3;3;0.55
0.8;0.3;3;0.6125
0.9;0.3;3;0.675
